I1121 00:58:30.334755    5719 serve.go:43] cloudcode_cli (Oct 30 2024 09:39:49 -0700, cl:691449794 baseline:688980521)
W1121 01:22:46.416898    5719 retention.go:169] Could not get offsets for range in document. range: &{{27 86} {28 0}}, error: invalid column number
I1121 01:23:30.479216    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
E1121 01:24:25.827229    5719 retention.go:642] Failed to get offsets at range due to: end offset: invalid column number
E1121 01:24:25.827292    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:24:25.827320    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
W1121 01:24:25.827366    5719 retention.go:169] Could not get offsets for range in document. range: &{{12 0} {28 29}}, error: invalid column number
W1121 01:24:25.827390    5719 retention.go:169] Could not get offsets for range in document. range: &{{39 8} {39 9}}, error: invalid column number
W1121 01:24:25.827397    5719 retention.go:169] Could not get offsets for range in document. range: &{{47 1} {49 0}}, error: invalid column number
I1121 01:24:30.479326    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
I1121 01:25:30.478819    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
I1121 01:28:30.479398    5719 life_cycle.go:258] codeReportBasicEvery: recomputing codereportbasic metric
W1121 01:28:30.676111    5719 retention.go:169] Could not get offsets for range in document. range: &{{9 30} {11 0}}, error: invalid column number
W1121 01:28:30.676229    5719 retention.go:169] Could not get offsets for range in document. range: &{{11 27} {12 0}}, error: invalid column number
W1121 01:28:30.676257    5719 retention.go:169] Could not get offsets for range in document. range: &{{21 5} {22 0}}, error: invalid column number
W1121 01:28:30.676267    5719 retention.go:169] Could not get offsets for range in document. range: &{{26 24} {27 0}}, error: invalid column number
W1121 01:28:30.676276    5719 retention.go:169] Could not get offsets for range in document. range: &{{27 86} {28 0}}, error: invalid column number
Completion Provider - completion # 0 - New completion requested from language client at position {"line":0,"character":0}, triggerKind=1
Completion Provider - completion # 0 - Completion result obtained from language client
Completion Provider - completion # 1 - New completion requested from language client at position {"line":3,"character":0}, triggerKind=1
Completion Provider - completion # 1 - Completion result obtained from language client
Completion Provider - completion # 2 - New completion requested from language client at position {"line":0,"character":0}, triggerKind=1
Completion Provider - completion # 2 - Completion result obtained from language client
I1121 01:29:30.478703    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
W1121 01:43:43.314666    5719 retention.go:169] Could not get offsets for range in document. range: &{{5 73} {19 0}}, error: invalid column number
W1121 01:43:43.314728    5719 retention.go:169] Could not get offsets for range in document. range: &{{26 60} {26 70}}, error: invalid column number
W1121 01:43:43.314741    5719 retention.go:169] Could not get offsets for range in document. range: &{{39 10} {40 0}}, error: invalid column number
W1121 01:43:43.314751    5719 retention.go:169] Could not get offsets for range in document. range: &{{93 57} {94 0}}, error: invalid column number
W1121 01:43:43.314761    5719 retention.go:169] Could not get offsets for range in document. range: &{{94 53} {95 0}}, error: invalid column number
W1121 01:43:43.314770    5719 retention.go:169] Could not get offsets for range in document. range: &{{98 10} {98 45}}, error: invalid column number
W1121 01:43:43.314780    5719 retention.go:169] Could not get offsets for range in document. range: &{{98 50} {99 0}}, error: invalid column number
W1121 01:43:43.314788    5719 retention.go:169] Could not get offsets for range in document. range: &{{99 6} {100 0}}, error: invalid column number
W1121 01:43:43.314797    5719 retention.go:169] Could not get offsets for range in document. range: &{{101 11} {101 29}}, error: invalid column number
W1121 01:43:43.314806    5719 retention.go:169] Could not get offsets for range in document. range: &{{103 12} {104 0}}, error: invalid column number
W1121 01:43:43.314814    5719 retention.go:169] Could not get offsets for range in document. range: &{{104 12} {124 13}}, error: invalid column number
E1121 01:43:43.327133    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:43:43.327223    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327262    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327299    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327334    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327375    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327412    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327467    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327502    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327540    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327570    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327618    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327655    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327693    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327779    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327833    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327872    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327911    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327948    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.327986    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.328022    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.328058    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:43:43.328100    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
W1121 01:43:43.328152    5719 retention.go:169] Could not get offsets for range in document. range: &{{108 9} {108 61}}, error: invalid column number
W1121 01:43:43.328177    5719 retention.go:169] Could not get offsets for range in document. range: &{{120 27} {120 32}}, error: invalid line number
W1121 01:43:43.328187    5719 retention.go:169] Could not get offsets for range in document. range: &{{120 34} {120 39}}, error: invalid line number
W1121 01:43:43.328196    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 29} {150 30}}, error: invalid line number
W1121 01:43:43.328205    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 34} {150 35}}, error: invalid line number
W1121 01:43:43.328214    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 53} {150 54}}, error: invalid line number
W1121 01:43:43.328222    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 67} {150 68}}, error: invalid line number
W1121 01:43:43.328231    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 82} {150 83}}, error: invalid line number
W1121 01:43:43.328241    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 89} {150 90}}, error: invalid line number
W1121 01:43:43.328249    5719 retention.go:169] Could not get offsets for range in document. range: &{{196 7} {196 58}}, error: invalid line number
W1121 01:43:43.328258    5719 retention.go:169] Could not get offsets for range in document. range: &{{202 11} {202 30}}, error: invalid line number
W1121 01:43:43.328267    5719 retention.go:169] Could not get offsets for range in document. range: &{{204 11} {204 14}}, error: invalid line number
W1121 01:43:43.328275    5719 retention.go:169] Could not get offsets for range in document. range: &{{208 12} {208 31}}, error: invalid line number
W1121 01:43:43.328284    5719 retention.go:169] Could not get offsets for range in document. range: &{{216 9} {216 25}}, error: invalid line number
W1121 01:43:43.328293    5719 retention.go:169] Could not get offsets for range in document. range: &{{224 6} {224 42}}, error: invalid line number
W1121 01:43:43.328302    5719 retention.go:169] Could not get offsets for range in document. range: &{{240 16} {240 19}}, error: invalid line number
W1121 01:43:43.328313    5719 retention.go:169] Could not get offsets for range in document. range: &{{246 15} {246 19}}, error: invalid line number
W1121 01:43:43.328322    5719 retention.go:169] Could not get offsets for range in document. range: &{{246 29} {246 67}}, error: invalid line number
W1121 01:43:43.328331    5719 retention.go:169] Could not get offsets for range in document. range: &{{258 16} {258 20}}, error: invalid line number
W1121 01:43:43.328352    5719 retention.go:169] Could not get offsets for range in document. range: &{{262 12} {262 19}}, error: invalid line number
W1121 01:43:43.328360    5719 retention.go:169] Could not get offsets for range in document. range: &{{266 10} {266 14}}, error: invalid line number
W1121 01:43:43.328368    5719 retention.go:169] Could not get offsets for range in document. range: &{{272 6} {272 7}}, error: invalid line number
W1121 01:43:43.328377    5719 retention.go:169] Could not get offsets for range in document. range: &{{288 25} {289 0}}, error: invalid line number
W1121 01:43:43.328451    5719 document.go:267] Error computing chars added only: getting byte offset for end of change range: invalid line number
I1121 01:44:30.479472    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
W1121 01:46:30.848644    5719 retention.go:169] Could not get offsets for range in document. range: &{{108 9} {108 61}}, error: invalid column number
W1121 01:46:30.848729    5719 retention.go:169] Could not get offsets for range in document. range: &{{120 27} {120 32}}, error: invalid line number
W1121 01:46:30.848743    5719 retention.go:169] Could not get offsets for range in document. range: &{{120 34} {120 39}}, error: invalid line number
W1121 01:46:30.848753    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 29} {150 30}}, error: invalid line number
W1121 01:46:30.848762    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 34} {150 35}}, error: invalid line number
W1121 01:46:30.848770    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 53} {150 54}}, error: invalid line number
W1121 01:46:30.848779    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 67} {150 68}}, error: invalid line number
W1121 01:46:30.848791    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 82} {150 83}}, error: invalid line number
W1121 01:46:30.848799    5719 retention.go:169] Could not get offsets for range in document. range: &{{150 89} {150 90}}, error: invalid line number
W1121 01:46:30.848807    5719 retention.go:169] Could not get offsets for range in document. range: &{{196 7} {196 58}}, error: invalid line number
W1121 01:46:30.848815    5719 retention.go:169] Could not get offsets for range in document. range: &{{202 11} {202 30}}, error: invalid line number
W1121 01:46:30.848823    5719 retention.go:169] Could not get offsets for range in document. range: &{{204 11} {204 14}}, error: invalid line number
W1121 01:46:30.848831    5719 retention.go:169] Could not get offsets for range in document. range: &{{208 12} {208 31}}, error: invalid line number
W1121 01:46:30.848839    5719 retention.go:169] Could not get offsets for range in document. range: &{{216 9} {216 25}}, error: invalid line number
W1121 01:46:30.848847    5719 retention.go:169] Could not get offsets for range in document. range: &{{224 6} {224 42}}, error: invalid line number
W1121 01:46:30.848856    5719 retention.go:169] Could not get offsets for range in document. range: &{{240 16} {240 19}}, error: invalid line number
W1121 01:46:30.848864    5719 retention.go:169] Could not get offsets for range in document. range: &{{246 15} {246 19}}, error: invalid line number
W1121 01:46:30.848879    5719 retention.go:169] Could not get offsets for range in document. range: &{{246 29} {246 67}}, error: invalid line number
W1121 01:46:30.848887    5719 retention.go:169] Could not get offsets for range in document. range: &{{258 16} {258 20}}, error: invalid line number
W1121 01:46:30.848895    5719 retention.go:169] Could not get offsets for range in document. range: &{{262 12} {262 19}}, error: invalid line number
W1121 01:46:30.848903    5719 retention.go:169] Could not get offsets for range in document. range: &{{266 10} {266 14}}, error: invalid line number
W1121 01:46:30.848911    5719 retention.go:169] Could not get offsets for range in document. range: &{{272 6} {272 7}}, error: invalid line number
W1121 01:46:30.848920    5719 retention.go:169] Could not get offsets for range in document. range: &{{288 25} {289 0}}, error: invalid line number
E1121 01:46:30.870732    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:46:30.870786    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:46:30.870993    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:46:30.871049    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871099    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871144    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871186    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871255    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871304    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871360    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871409    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871468    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871509    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871543    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871573    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871641    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871701    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871758    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871806    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871861    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871913    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.871969    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.872021    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.872077    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:46:30.872124    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
W1121 01:46:30.872175    5719 retention.go:169] Could not get offsets for range in document. range: &{{41 8} {53 0}}, error: invalid column number
W1121 01:46:30.872202    5719 retention.go:169] Could not get offsets for range in document. range: &{{53 12} {53 20}}, error: invalid column number
W1121 01:46:30.872214    5719 retention.go:169] Could not get offsets for range in document. range: &{{279 1} {279 53}}, error: invalid column number
W1121 01:46:30.872228    5719 retention.go:169] Could not get offsets for range in document. range: &{{294 27} {294 32}}, error: invalid line number
W1121 01:46:30.872237    5719 retention.go:169] Could not get offsets for range in document. range: &{{294 34} {294 39}}, error: invalid line number
W1121 01:46:30.872246    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 29} {324 30}}, error: invalid line number
W1121 01:46:30.872254    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 34} {324 35}}, error: invalid line number
W1121 01:46:30.872262    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 53} {324 54}}, error: invalid line number
W1121 01:46:30.872271    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 67} {324 68}}, error: invalid line number
W1121 01:46:30.872279    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 82} {324 83}}, error: invalid line number
W1121 01:46:30.872287    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 89} {324 90}}, error: invalid line number
W1121 01:46:30.872295    5719 retention.go:169] Could not get offsets for range in document. range: &{{370 7} {370 58}}, error: invalid line number
W1121 01:46:30.872303    5719 retention.go:169] Could not get offsets for range in document. range: &{{376 11} {376 30}}, error: invalid line number
W1121 01:46:30.872316    5719 retention.go:169] Could not get offsets for range in document. range: &{{378 11} {378 14}}, error: invalid line number
W1121 01:46:30.872327    5719 retention.go:169] Could not get offsets for range in document. range: &{{382 12} {382 31}}, error: invalid line number
W1121 01:46:30.872337    5719 retention.go:169] Could not get offsets for range in document. range: &{{390 9} {390 25}}, error: invalid line number
W1121 01:46:30.872345    5719 retention.go:169] Could not get offsets for range in document. range: &{{398 6} {398 42}}, error: invalid line number
W1121 01:46:30.872353    5719 retention.go:169] Could not get offsets for range in document. range: &{{414 16} {414 19}}, error: invalid line number
W1121 01:46:30.872361    5719 retention.go:169] Could not get offsets for range in document. range: &{{420 15} {420 19}}, error: invalid line number
W1121 01:46:30.872369    5719 retention.go:169] Could not get offsets for range in document. range: &{{420 29} {420 67}}, error: invalid line number
W1121 01:46:30.872378    5719 retention.go:169] Could not get offsets for range in document. range: &{{432 16} {432 20}}, error: invalid line number
W1121 01:46:30.872387    5719 retention.go:169] Could not get offsets for range in document. range: &{{436 12} {436 19}}, error: invalid line number
W1121 01:46:30.872395    5719 retention.go:169] Could not get offsets for range in document. range: &{{440 10} {440 14}}, error: invalid line number
W1121 01:46:30.872404    5719 retention.go:169] Could not get offsets for range in document. range: &{{446 6} {446 7}}, error: invalid line number
W1121 01:46:30.872412    5719 retention.go:169] Could not get offsets for range in document. range: &{{462 25} {463 0}}, error: invalid line number
I1121 01:47:30.479426    5719 life_cycle.go:294] codeReportEvery: recomputing codereport metric
I1121 01:48:30.478969    5719 life_cycle.go:258] codeReportBasicEvery: recomputing codereportbasic metric
W1121 01:51:04.237007    5719 retention.go:169] Could not get offsets for range in document. range: &{{41 8} {53 0}}, error: invalid column number
W1121 01:51:04.237047    5719 retention.go:169] Could not get offsets for range in document. range: &{{53 12} {53 20}}, error: invalid column number
W1121 01:51:04.237056    5719 retention.go:169] Could not get offsets for range in document. range: &{{279 1} {279 53}}, error: invalid column number
W1121 01:51:04.237063    5719 retention.go:169] Could not get offsets for range in document. range: &{{294 27} {294 32}}, error: invalid line number
W1121 01:51:04.237070    5719 retention.go:169] Could not get offsets for range in document. range: &{{294 34} {294 39}}, error: invalid line number
W1121 01:51:04.237076    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 29} {324 30}}, error: invalid line number
W1121 01:51:04.237082    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 34} {324 35}}, error: invalid line number
W1121 01:51:04.237088    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 53} {324 54}}, error: invalid line number
W1121 01:51:04.237093    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 67} {324 68}}, error: invalid line number
W1121 01:51:04.237098    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 82} {324 83}}, error: invalid line number
W1121 01:51:04.237103    5719 retention.go:169] Could not get offsets for range in document. range: &{{324 89} {324 90}}, error: invalid line number
W1121 01:51:04.237109    5719 retention.go:169] Could not get offsets for range in document. range: &{{370 7} {370 58}}, error: invalid line number
W1121 01:51:04.237114    5719 retention.go:169] Could not get offsets for range in document. range: &{{376 11} {376 30}}, error: invalid line number
W1121 01:51:04.237119    5719 retention.go:169] Could not get offsets for range in document. range: &{{378 11} {378 14}}, error: invalid line number
W1121 01:51:04.237125    5719 retention.go:169] Could not get offsets for range in document. range: &{{382 12} {382 31}}, error: invalid line number
W1121 01:51:04.237130    5719 retention.go:169] Could not get offsets for range in document. range: &{{390 9} {390 25}}, error: invalid line number
W1121 01:51:04.237135    5719 retention.go:169] Could not get offsets for range in document. range: &{{398 6} {398 42}}, error: invalid line number
W1121 01:51:04.237141    5719 retention.go:169] Could not get offsets for range in document. range: &{{414 16} {414 19}}, error: invalid line number
W1121 01:51:04.237146    5719 retention.go:169] Could not get offsets for range in document. range: &{{420 15} {420 19}}, error: invalid line number
W1121 01:51:04.237151    5719 retention.go:169] Could not get offsets for range in document. range: &{{420 29} {420 67}}, error: invalid line number
W1121 01:51:04.237157    5719 retention.go:169] Could not get offsets for range in document. range: &{{432 16} {432 20}}, error: invalid line number
W1121 01:51:04.237162    5719 retention.go:169] Could not get offsets for range in document. range: &{{436 12} {436 19}}, error: invalid line number
W1121 01:51:04.237167    5719 retention.go:169] Could not get offsets for range in document. range: &{{440 10} {440 14}}, error: invalid line number
W1121 01:51:04.237173    5719 retention.go:169] Could not get offsets for range in document. range: &{{446 6} {446 7}}, error: invalid line number
W1121 01:51:04.237178    5719 retention.go:169] Could not get offsets for range in document. range: &{{462 25} {463 0}}, error: invalid line number
E1121 01:51:04.249435    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid column number
E1121 01:51:04.249500    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249527    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249558    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249599    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249651    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249684    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249734    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249772    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249821    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249865    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249910    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.249957    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
E1121 01:51:04.250007    5719 retention.go:642] Failed to get offsets at range due to: start offset: invalid line number
